benchmark_uri,suite,protocol,batch,pass_flag,sample_idx,elapsed_sec,returncode,out_sha256,input_file
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,1,0.816055084,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,2,0.714676237,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,3,0.702158259,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,4,0.723041626,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,0,0.688105499,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,1,0.725899408,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,2,0.709848156,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,3,0.804003045,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,4,0.684041984,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,0,0.686271992,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,1,0.697561696,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,2,0.688431295,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,3,0.742421640,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/daytona/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
